identifier,path,gcp_file_id,folder_name,author_subject,type,Years,gcp_folder_id,file_name,ocr_writen_on,ocr_writen_by,ocr_main_content,ocr_additional_content,ocr_writen_on_coords,ocr_writen_by_coords,ocr_main_content_coords,ocr_additional_content_coords,paragraphs_detection_successes,ocr_all_text_preprocess,ocr_all_text_no_preprocess,ocr_main_content_all_text_preprocess,ocr_main_content_all_text_no_preprocess,years,gcp_image_link,gcp_folder_link,is_handwritten
IDGNAZIM0001174,"\CD00085 גורי, חיים - גורי, חיים\1098.tif",1femX5xWDmPxOY_STZDXj3HPbq7lK9Li3,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1098.tif,גורי חיים,|-------,"לילו הארוך של רקונגרס(מה אומרים?, חחום: 6","למרטכי %סנו.2ו, ע' 2
","968,68 1202,68 968,130 1202,130","968,68 1202,68 968,130 1202,130","452,340 958,340 452,475 958,475","725,663 1155,663 725,742 1155,742",TRUE,"גורי חייסם לילו הארוך של רקונגרס (מה אומרים?, חחום: 6 למרטכי %סנו.2ו, ע' 2 ","גורי, חיים לילו הארוך של הקונגרס (מה אומרים?, חתום: הג למרחב, 1 ע"" 2 ","ומרים?, חחום: 6 למרטכי %סנו.2ו, ע' 2 ","ומרים?, חתום: הג למרחב, 1 ע"" 2 ",1098,https://drive.google.com/file/d/1femX5xWDmPxOY_STZDXj3HPbq7lK9Li3,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001175,"\CD00085 גורי, חיים - גורי, חיים\1077.tif",1HsmsWbOde-YGKP3Gnav-LvYiItXOFZvk,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1077.tif,"גורין, חיים",+,"""לולה קראמרסקי ושו""ת""...(""חתוס הגי )","לפרחב, 22.8,1961, צס' 2
","763,39 1060,39 763,118 1060,118","763,39 1060,39 763,118 1060,118","428,279 1087,279 428,448 1087,448","265,585 903,585 265,664 903,664",TRUE,"גורי, תיים ""לולה קראמרסקי וסו""ת""... [סה אופרים?) (""חתוס הגי ) לפרחב, 22.8,1961, צס' 2 ","גורי, חיים ""לולה קראמרסקי וסו""ת""... ([מה אומריםל) ( חתום חגי ) למרחב, 89.8,1961, עמ' 8 ","[סה אופרים?) (""חתוס הגי ) לפרחב, 22.8,1961, צס' 2 ","([מה אומריםל) ( חתום חגי ) למרחב, 89.8,1961, עמ' 8 ",1077,https://drive.google.com/file/d/1HsmsWbOde-YGKP3Gnav-LvYiItXOFZvk,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001176,"\CD00085 גורי, חיים - גורי, חיים\1088.tif",1sGmaEsvAVX-kH1Yu98elnewIir5tA7-_,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1088.tif,גורי הייס,,גורי הייס,"רתיירות
","948,109 1249,109 948,166 1249,166",,"948,109 1249,109 948,166 1249,166","206,282 370,282 206,330 370,330",TRUE,"ליך - לר == קיר סוף .- -'' הפרמים / נול, ימדור. חתום. הגור, רקייות ","בורי. ח""ים ליד שער ספרחים [מדור: רשימות 2 סוף השבוע,י חתום: חגור] דבר, 4.6.71, עמ' 2 ","וף .- -'' הפרמים / נול, ימדור. חתום. הגור, רקייות ","ר ספרחים [מדור: רשימות 2 סוף השבוע,י חתום: חגור] דבר, 4.6.71, עמ' 2 ",1088,https://drive.google.com/file/d/1sGmaEsvAVX-kH1Yu98elnewIir5tA7-_,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001177,"\CD00085 גורי, חיים - גורי, חיים\1076.tif",1aSEhqtdCmeh09LzxNdQGs19NTehMVhIo,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1076.tif,יב תיים,גוו,"לוחותהבטבוץ,המויריםהתום:","יב תיים
גוו
","915,91 1211,91 915,174 1211,174","915,91 1211,91 915,174 1211,174","560,235 1106,235 560,391 1106,391","915,91 1211,91 915,174 1211,174",TRUE,"גורי. תיזים לוחות הבטבוץ, המחירים ‏ [לדור: ההום: הגור"" רשימות סוף ","גררי, תיים לוחות המתירים [מדור: רשימות סוף השבוע, תתום: תגור] למרחב, 20.2.1970, עמ' 2 ","וץ, המחירים ‏ [לדור: ההום: הגור"" רשימות סוף ","ים [מדור: רשימות סוף השבוע, תתום: תגור] למרחב, 20.2.1970, עמ' 2 ",1076,https://drive.google.com/file/d/1aSEhqtdCmeh09LzxNdQGs19NTehMVhIo,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001178,"\CD00085 גורי, חיים - גורי, חיים\1103.tif",1JbIJ2Drbw5tuv8miKm50YTfSrcWaIxVY,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1103.tif,"גורי,חיים",,"דבר. מעא.י כסלו השן2,1989ו,8 עמ ו","ללא ניצחון וללא מנצתיס
","849,6 1112,6 849,80 1112,80",,"239,468 1106,468 239,699 1106,699","367,165 956,165 367,236 956,236",TRUE,"גורי,חיים ללא ניצחון וללא מנצתיס דבר. מעא.י כסלו השן2,1989ו,8 עמ ו ","גורי,חיים ללא ניצחון ולֶלא מנצחים דבר. משא.י כסלו תשן8.12.1989 עמ15 "," דבר. מעא.י כסלו השן2,1989ו,8 עמ ו ",ם דבר. משא.י כסלו תשן8.12.1989 עמ15 ,1103,https://drive.google.com/file/d/1JbIJ2Drbw5tuv8miKm50YTfSrcWaIxVY,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001179,"\CD00085 גורי, חיים - גורי, חיים\1089.tif",1IS5cZMuKkEGVdiJ8P6vkTUqDpeJMEf5I,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1089.tif,"גורי, חיים",#NAME?,".חיים אהל, סקר לשירה הצקירה, 88 פ""א הסל""ג, עמ"" 54","גורי, חיים
=--4-- ה
","853,115 1125,115 853,212 1125,212","853,115 1125,115 853,212 1125,212","116,587 1155,587 116,859 1155,859","853,115 1125,115 853,212 1125,212",TRUE,"גורי, חייפ ליל ירושלים כ . חיים אהל, סקר לשירה הצקירה, 88 פ""א הסל""ג, עמ"" 54 ","גורי, חיים ליל ירושלים (דר חיים אחל, שער לשירה הצעירה, %%ל ת""א תשל""ב, עמ"" 54 ","קר לשירה הצקירה, 88 פ""א הסל""ג, עמ"" 54 ","ער לשירה הצעירה, %%ל ת""א תשל""ב, עמ"" 54 ",1089,https://drive.google.com/file/d/1IS5cZMuKkEGVdiJ8P6vkTUqDpeJMEf5I,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001180,"\CD00085 גורי, חיים - גורי, חיים\1090.tif",10ACudmz2UcL7cRCjlq06GhvQlL1Paphu,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1090.tif,"גורי,חיים",=,"המוז הטמ""א,!3.7,190עמ'2","גורי,חיים
=
","937,44 1241,44 937,155 1241,155","937,44 1241,44 937,155 1241,155","398,569 1233,569 398,853 1233,853","937,44 1241,44 937,155 1241,155",TRUE,"גורי,חיים = ","= בורי,חיים חתום: תח - גל דבר,א"" תמוז תשמ""א, 5.7.1981עמ27 ",," גל דבר,א"" תמוז תשמ""א, 5.7.1981עמ27 ",1090,https://drive.google.com/file/d/10ACudmz2UcL7cRCjlq06GhvQlL1Paphu,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001181,"\CD00085 גורי, חיים - גורי, חיים\1099.tif",1hORxQgqlHLDFFUxkZHbvZxEKYpVo88ZY,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1099.tif,"גורי, היים",-----+---=,"גורי, היים-----+---=","למרחב,
","1012,116 1229,116 1012,165 1229,165","1012,116 1229,116 1012,165 1229,165","1012,116 1229,116 1012,165 1229,165","726,615 856,615 726,659 856,659",TRUE,"גורי, חיים לילות כוכב | (שבחי האור) למרחב, 4.10.1957, קם* 3 ","גורי, חיים לילות כוכב | (שבחי האור) למרחב, 4.10.1957, עמ"" 3 ","חי האור) למרחב, 4.10.1957, קם* 3 ","חי האור) למרחב, 4.10.1957, עמ"" 3 ",1099,https://drive.google.com/file/d/1hORxQgqlHLDFFUxkZHbvZxEKYpVo88ZY,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001182,"\CD00085 גורי, חיים - גורי, חיים\1102.tif",1c81cuqX4ESExVQ3ZMadv3gQv8uJxohQX,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1102.tif,"גורי,חיים",,"גורי,חיים","ג

וו
","938,20 1183,20 938,77 1183,77",,"938,20 1183,20 938,77 1183,77","913,533 1001,533 913,576 1001,576",TRUE,גורי.חיים ,"גורי.חיים ללא "" טאבו"" 1 דבר. ח טבת תסשמז1987.[. פע 16 ",," טאבו"" 1 דבר. ח טבת תסשמז1987.[. פע 16 ",1102,https://drive.google.com/file/d/1c81cuqX4ESExVQ3ZMadv3gQv8uJxohQX,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001183,"\CD00085 גורי, חיים - גורי, חיים\1086.tif",1JL6ZCNv9h5zzp4X2m2DNL2SfDSJXYuRs,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1086.tif,"ליד""פ5אסריה"" וכאותו הלילה",(פה אופרים?) ( חתום חגי \,"ליד""פ5אסריה"" וכאותו הלילה(פה אופרים?) ( חתום חגי \",,"101,283 898,283 101,469 898,469","101,283 898,283 101,469 898,469","101,283 898,283 101,469 898,469",,TRUE,"ליד""פ5אסריה"" וכאותו הלילה (פה אופרים?) ( חתום חגי \ ","גורי, חיים ליד""פאטריה"" ובאותו הלילה (מה אומרים?) ( חתום חגי | למרחב, 7.10.1958, עמ. 85. ",\ ," חתום חגי | למרחב, 7.10.1958, עמ. 85. ",1086,https://drive.google.com/file/d/1JL6ZCNv9h5zzp4X2m2DNL2SfDSJXYuRs,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001184,"\CD00085 גורי, חיים - גורי, חיים\1094.tif",1RlERft2tJkcvkgxOddvfXzODRvvWTqvE,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1094.tif,"גורי,חיים",,"לילר ויום[כר <וכקרים,האום:חגי |","לכררב,?.
7-פובסגסכ
","828,100 1080,100 828,181 1080,181",,"299,371 796,371 299,509 796,509","663,584 1179,584 663,664 1179,664",TRUE,"חיים גורי,חיים לילר ויום [(כדר <וכרים,חאוס:חגי | 7 7 07, 20.40 לכררב,27.70.10-7,: ","בורי,חיים לילה ויום [מה אומרים,חתום:חגי| למרחב,27.0.1957,עמ. 8 ","דר <וכרים,חאוס:חגי | 7 7 07, 20.40 לכררב,27.70.10-7,: ","ים,חתום:חגי| למרחב,27.0.1957,עמ. 8 ",1094,https://drive.google.com/file/d/1RlERft2tJkcvkgxOddvfXzODRvvWTqvE,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001185,"\CD00085 גורי, חיים - גורי, חיים\1096.tif",1_3vkZrqkldEjCG5GlUMQhiQ6pJl3A_XW,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1096.tif,ץ 2,,"- [כ, / ענ","% !ומ
40
","668,680 829,680 668,796 829,796",,"317,19 1172,19 317,126 1172,126","527,253 776,253 527,500 776,500",TRUE,"- [כ, / ענ אד 9 ם ? 4 40 [ חת] ' ו ]חק 5 | // ?. 1 ₪ ",| %[9; שוח | אכ 0% / ו ]0 5 ץ/ / ,ד 9 ם ? 4 40 [ חת] ' ו ]חק 5 | // ?. 1 ₪ , אכ 0% / ו ]0 5 ץ/ / ,1096,https://drive.google.com/file/d/1_3vkZrqkldEjCG5GlUMQhiQ6pJl3A_XW,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM0001186,"\CD00085 גורי, חיים - גורי, חיים\1106.tif",1MEQxE7QSqZr39oQBRlOy5zBwplylQy5Z,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1106.tif,הכים.,"גורי,","הכים.גורי,","לפה
","795,36 1062,36 795,96 1062,96","795,36 1062,36 795,96 1062,96","795,36 1062,36 795,96 1062,96","819,218 901,218 819,264 901,264",TRUE,לנפר 19% :יפל ,| - 4 גורי. חיים (ח-ג?) למה דבר. ז שבט תחטבה 906 ,,ים (ח-ג?) למה דבר. ז שבט תחטבה 906 ,1106,https://drive.google.com/file/d/1MEQxE7QSqZr39oQBRlOy5zBwplylQy5Z,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001187,"\CD00085 גורי, חיים - גורי, חיים\1100.tif",1mqBYRqMYP-1GHvC2LGfNlISA0vZQlb4T,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1100.tif,"גורי, חייס",לינת לילה,"גורי, חייסלינת לילהסיפור, סתוך ""החקירה""מץריב,סירות,יב אבך תס""מ,(25.7,80), למ"" ו3",,"152,0 1144,0 152,822 1144,822","152,0 1144,0 152,822 1144,822","152,0 1144,0 152,822 1144,822",,TRUE,"גורי, חייס לינת לילה סיפור, סתוך ""החקירה"" מץריב,סירות,יב אבך תס""ם.(25.7.50), עמ' ו3 ","גורי, חליס לינת לילחה סיפור, מתוך ""החקירה"" מעריב,ספרות,יב אבך תש""מ,(25,7,80), עמ"" 31 ","ה סיפור, סתוך ""החקירה"" מץריב,סירות,יב אבך תס""ם.(25.7.50), עמ' ו3 ","חה סיפור, מתוך ""החקירה"" מעריב,ספרות,יב אבך תש""מ,(25,7,80), עמ"" 31 ",1100,https://drive.google.com/file/d/1mqBYRqMYP-1GHvC2LGfNlISA0vZQlb4T,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001188,"\CD00085 גורי, חיים - גורי, חיים\1084.tif",1Rk6VYhPYPuLfaglCQE633NXZsRoRTZbc,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1084.tif,"גורי,ריים",,"לכררהב,כסא,*177./.ה כס.","גורי,ריים
","886,84 1222,84 886,252 1222,252",,"519,353 1262,353 519,872 1262,872","886,84 1222,84 886,252 1222,252",TRUE,"גורי,ריים לכררהב,כסא,*177./ .ה כס. ","גורי,חיים ליד הבהר [טיר| למרהב, משא, 1955, 19 8,פמ. א ","א,*177./ .ה כס. ","[טיר| למרהב, משא, 1955, 19 8,פמ. א ",1084,https://drive.google.com/file/d/1Rk6VYhPYPuLfaglCQE633NXZsRoRTZbc,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001189,"\CD00085 גורי, חיים - גורי, חיים\1081.tif",1kGQT5wdGMyTKhjAr-mWuad4hVmvgpz_4,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1081.tif,"גורי, חים",,"רבר, דרבר השבוע, חוב' 23, ב בסיון תשיזיר(3.6.54), עמ' 8","יות)
( רשימות פוריז
","846,126 1259,126 846,225 1259,225",,"59,557 1232,557 59,691 1232,691","335,295 871,295 335,384 871,384",TRUE,"גורי, ח""ם ליר בתי הזמר ( רשימות פאריזיות) רבר, דרבר השבוע, חוב' 23, ב בסיון תשיזיר (3.6.54), עמ' 8 ","גורי, חפם 7 0-0 ל ליד בתי הזמר ( רשימות פאריזיות) דבר, דבר השבוע, חוב' 8, ב בסיון תשי""ד (5.6.54), עמ"" 8 ","ות פאריזיות) רבר, דרבר השבוע, חוב' 23, ב בסיון תשיזיר (3.6.54), עמ' 8 ","ר ( רשימות פאריזיות) דבר, דבר השבוע, חוב' 8, ב בסיון תשי""ד (5.6.54), עמ"" 8 ",1081,https://drive.google.com/file/d/1kGQT5wdGMyTKhjAr-mWuad4hVmvgpz_4,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001190,"\CD00085 גורי, חיים - גורי, חיים\1078.tif",189UNTC6HmMOuBRVvK696eURZaiLT9Z__,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1078.tif,גורי החיים,=,"לוסי, איקימו וה- 198 0 00.(פה גומרים?) ( חתוס הגי \","לפרחב, 8.3.1956
","844,80 1179,80 844,167 1179,167","844,80 1179,80 844,167 1179,167","182,301 887,301 182,484 887,484","478,609 913,609 478,694 913,694",TRUE,"לוסי, איקימו וה- 198 0 00. (פה גומרים?) ( חתום הגי \ לפרחב, 8.3.1956 ","לוסי, איקימו וה- 198 (מה אומריםל) ( חתום חגי \ למרחב, 8.85.1956 ","(פה גומרים?) ( חתום הגי \ לפרחב, 8.3.1956 ","מריםל) ( חתום חגי \ למרחב, 8.85.1956 ",1078,https://drive.google.com/file/d/189UNTC6HmMOuBRVvK696eURZaiLT9Z__,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001191,"\CD00085 גורי, חיים - גורי, חיים\1105.tif",1d_Af1KdLrciwY9Y-zOTeNuQMBZD6xPnL,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1105.tif,גורי החיים,3-5 ג,"ללכת בשדות [ושימה על האלוף דן לנו][מדור: מה אומרים ?, חתום: ח-גי]","גורי החיים
3-5 ג
","859,85 1177,85 859,159 1177,159","859,85 1177,85 859,159 1177,159","128,229 1046,229 128,379 1046,379","859,85 1177,85 859,159 1177,159",TRUE,"גורי, הייס ללכת בשדות [ושימה על האלוף דן לנו] [מדור: מה אומרים ?, חתום: ח-גי] דבו, 29.9.72,עמ' 2 ","גורי, חיים ללכת בשדות [רשימה על האלוף דן לנר] [מדור: מה אומרים ל, חתום: ח-בי] דבר, 29.9.72,עמ* 2 ","האלוף דן לנו] [מדור: מה אומרים ?, חתום: ח-גי] דבו, 29.9.72,עמ' 2 ","האלוף דן לנר] [מדור: מה אומרים ל, חתום: ח-בי] דבר, 29.9.72,עמ* 2 ",1105,https://drive.google.com/file/d/1d_Af1KdLrciwY9Y-zOTeNuQMBZD6xPnL,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001192,"\CD00085 גורי, חיים - גורי, חיים\1080.tif",1D7WbEIQkJqHr46HQLUMhbBZ36uHBgM9U,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1080.tif,ורי.ריים,,ורי.ריים,"קבודה
","961,41 1206,41 961,98 1206,98",,"961,41 1206,41 961,98 1206,98","786,277 926,277 786,324 926,324",TRUE,לחם עבודח ,"גורי.חיים לחם עבודה דבר,כב אב תשמה,9.8.1985 .צמ15 ",,"עבודה דבר,כב אב תשמה,9.8.1985 .צמ15 ",1080,https://drive.google.com/file/d/1D7WbEIQkJqHr46HQLUMhbBZ36uHBgM9U,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001193,"\CD00085 גורי, חיים - גורי, חיים\1087.tif",1pecgfW4zsISlfG8C5NmjUsTrgH6WbJ4k,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1087.tif,"גורי,חיים",,ליד לולחז אהד(חרום:ח-גי,"גורי,חיים
","949,4 1207,4 949,77 1207,77",,"596,187 1029,187 596,299 1029,299","949,4 1207,4 949,77 1207,77",TRUE,"גורי,חיים ?1 אהד ליד פולחו אה /, (חהרוס:ח- ","גורי,חיים ליד שולחן אחד (התום:ח-גי) דבר, כח אב תשמה,15.8.1995 עמ7 ","ד פולחו אה /, (חהרוס:ח- "," אחד (התום:ח-גי) דבר, כח אב תשמה,15.8.1995 עמ7 ",1087,https://drive.google.com/file/d/1pecgfW4zsISlfG8C5NmjUsTrgH6WbJ4k,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001194,"\CD00085 גורי, חיים - גורי, חיים\1091.tif",1MpVyPzXVe_N29t5S5lxlZ-FjNHUbLxUA,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1091.tif,"גודי,חייס",,"אהרונוה,ספרוה.,טו אדר","השמה.8.3.1909עמ20
","989,44 1234,44 989,101 1234,101",,"531,558 1051,558 531,714 1051,714","68,548 519,548 68,606 519,606",TRUE,"גודי,חייס דרולה באלגרינה כסיר כמהתוך:' מהברור אלול"" ידיעוה אהרונוה,ספרוה,סו אדר השמה.8.3.1965עמ26 ","גורי.חיים לילה באלגרינה שיר מתוך:"" מחברות אלול"" ידיעות אחרונות,ספרות.טו אדר תשמה.98.5.1985מ20 ","יר כמהתוך:' מהברור אלול"" ידיעוה אהרונוה,ספרוה,סו אדר השמה.8.3.1965עמ26 "," מתוך:"" מחברות אלול"" ידיעות אחרונות,ספרות.טו אדר תשמה.98.5.1985מ20 ",1091,https://drive.google.com/file/d/1MpVyPzXVe_N29t5S5lxlZ-FjNHUbLxUA,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001195,"\CD00085 גורי, חיים - גורי, חיים\1093.tif",16U3FWIp_bcxWayOXSJJgbW9-e1v9jDMb,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1093.tif,לילה בנינווה,,לילה בנינווה,,"607,186 944,186 607,254 944,254",,"607,186 944,186 607,254 944,254",,TRUE,לילה ב נינווה ,"גורי,חהלים לילה בנינווה דבר. כז אלול תשמה.13.9.1985 עמ17 ",ה ,ילה בנינווה דבר. כז אלול תשמה.13.9.1985 עמ17 ,1093,https://drive.google.com/file/d/16U3FWIp_bcxWayOXSJJgbW9-e1v9jDMb,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001196,"\CD00085 גורי, חיים - גורי, חיים\1079.tif",1BUyG2srzwjNhNJUISL0_cDbzMGorSyPT,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1079.tif,"גורי, חיים",------2----,"דגר, סו המוז תשסל""ו,(1,7.77),עמ""2","7 .
חתהוסם הגור
(חקוס חגור )
","950,133 1225,133 950,197 1225,197","950,133 1225,133 950,197 1225,197","458,581 1137,581 458,652 1137,652","169,311 467,311 169,422 467,422",TRUE,"גורי חייס לחם ויין (מרור רסימות סוף הפבוץ) ( חתום הגור ) דגר, סו המוז תשסל""ו,(1,7.77),עמ""2 9 ","גורי, חיים לחם ויין (מדור רשימות סוף השבוע) חתום הגור ) דבר, טו תמוז תשל""ז,(1.7.77),עמ""2 ","הגור ) דגר, סו המוז תשסל""ו,(1,7.77),עמ""2 9 ","גור ) דבר, טו תמוז תשל""ז,(1.7.77),עמ""2 ",1079,https://drive.google.com/file/d/1BUyG2srzwjNhNJUISL0_cDbzMGorSyPT,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0001197,"\CD00085 גורי, חיים - גורי, חיים\1092.tif",1YhHEb1ngO6BmdZCydZ7btL5-ecJFJHsW,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1092.tif,"גורי,תייםס",<=-חרה-1 ==,לילה ביולי(מדור:רטיפות סוף טשבוע)(ההופ:הגור),"גורי,תייםס
<=-חרה-1 ==
","834,2 1107,2 834,87 1107,87","834,2 1107,2 834,87 1107,87","199,226 792,226 199,433 792,433","834,2 1107,2 834,87 1107,87",TRUE,"גורי,תיים לילה ביולי (מדור:רטיסות סוף סבוע) (ההופ:הגור) ","לְילָה בלול (מדור:רטימות סוף שבוע) (התום:תבור) \ דבר,י""ז אב תשל""ה (25.7.75)עמ*21 ",(ההופ:הגור) ,"ר) \ דבר,י""ז אב תשל""ה (25.7.75)עמ*21 ",1092,https://drive.google.com/file/d/1YhHEb1ngO6BmdZCydZ7btL5-ecJFJHsW,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
